-6193.49,57331.8,-2719.92,56149.9
-64549.9,-34534.4,-66572.4,-32669.9
74609.9,27213.8,74664.7,28283.4
-34364.9,-6333.21,-36278.9,-9354.11
46781.6,-14377.5,44167.6,-10888.3
-32342.4,-89438,-31947.5,-88529.5
12493,-90876,10972.1,-88714.1
-51408.1,13297.6,-53904.9,16629.4
7473.07,2704.25,10166.4,-2586.07
-83964.5,96054.2,-82549.5,94091.9
-9881.85,-67491.7,-12119.6,-66485.8
-73960.1,-21317.8,-73986.5,-18122.2
74667.7,-97455.5,77074.5,-96199.5
454.95,-79236.9,-657.08,-76478.7
33394.9,-23887.5,32145.6,-28036
77147.6,-21014.1,76790.7,-19407.3
-93690.2,19554.6,-94228.5,21876.2
-22277.8,-58814.5,-23063.9,-57371
-75845,-17968.9,-73986.5,-18122.2
-61427.1,-50862.1,-62931.1,-49376.8
75952.4,-70319.6,77877.4,-70943.8
80891.5,-96169.7,77074.5,-96199.5
-48845,-3769.97,-51261.9,-1230.71
21417.4,-9288.05,22162.6,-10837.9
-53340.1,-63522.8,-53763.1,-58559.9
99560.3,-48584.8,97726.8,-44374.6
6874.53,22051.3,7757.91,19914.4
88633,-66671.4,85858,-63548
-53681.3,96650.2,-51915.4,98354.4
-66406.8,94506.7,-67892.9,93994.8
-25786.3,-93934.3,-25026.8,-98964
84369.6,31047.8,86549.4,31625.2
-49369,-52993.4,-48974.2,-53374.3
-30948.8,3878.54,-29821.1,-889.45
84949.5,-96086,85983.5,-93113.4
18539.9,17731.8,19666.7,14589.9
44121.9,-79223.5,43393.7,-78975.7
90709.7,-5237.94,86337.2,-11975
82606.3,-7593.16,79112,-6903.28
70063.4,-43576.7,70825.8,-40144.8
-77443.2,74427.1,-76406.4,72113.5
-96123.8,-28520.7,-96475.8,-30674.2
88394.6,-43126.6,87006.8,-43630.3
-83706.5,-83162.6,-83863.2,-82716.5
-88730.7,-1286.24,-93390.3,592.5
74042.6,14695.1,72768.5,14282.7
-40791.2,79304.4,-40194.7,77660.6
-22302.6,-74684,-23144.1,-70198.4
-29646.3,18351.9,-31119.5,19358.3
15237,23500.1,13417.9,21448.2
93850.6,-91179.8,94990.4,-93786.8
-21282.8,62894.4,-20066.5,66457.5
75174,-78868.9,76396,-75929.5
92001.5,-51431.5,95247,-51002
-55879.2,16908,-53904.9,16629.4
-96037.5,-69698,-97165.8,-72994.1
33501.4,-79662.3,32172.4,-79442.6
-74226.1,19197.2,-75103.4,14147.3
-68961.1,-43937.1,-71080.6,-42575.5
82104.7,-29625.3,85487.6,-28446.2
80449.9,-18243.5,76790.7,-19407.3
-60283.8,90260.8,-60031.9,91310
94308.6,17273.5,94823,16753.5
12133.9,64990.3,12348.5,63588.8
38599.9,-47263,37745.1,-44775.1
98413.3,-70913.6,99478.9,-70916.4
50798.1,28758.8,43626.7,29938.9
61159.5,32378.8,61285.7,31915.3
-64287.9,-96474.6,-61350.1,-91406.9
-37825.5,-86985.2,-39859.4,-86255.6
-36168.4,86928.6,-37846.9,85610.9
60993.3,69589.9,58747,68471.9
32887.4,-51689.8,35718.6,-50723
4351.42,41936.1,2953.17,38806.2
77645.4,22908.9,78222.1,25168.7
-92019.2,-48850.6,-92572.7,-45885.6
65905.7,-75914.8,69090.8,-76727.2
-47377,97076.5,-45176.8,96685.4
-43491,4618.76,-46050.5,5318.55
-53503.7,-89578.4,-61350.1,-91406.9
-8677.13,47516.1,-6814.57,45422.9
52251.7,-94804.9,52725.3,-93278.8
28031.2,91439.6,24480.3,89479.5
-24684.1,-86150.3,-24395.2,-85388.1
-72836.2,82370.5,-76900.4,80914.6
